Timestamp,Score,Pass?
Fri Jul 15 08:34:29 2022,0.0,True
Fri Jul 15 08:34:41 2022,0.0,True
Fri Jul 15 08:34:43 2022,0.0,True
Fri Jul 15 08:34:44 2022,74691.0,False
Fri Jul 15 08:34:49 2022,0.0,True
Fri Jul 15 08:37:37 2022,6280.0,True
Fri Jul 15 08:37:38 2022,67423.0,False
Fri Jul 15 08:37:40 2022,10304.0,False
Fri Jul 15 08:37:43 2022,0.0,True
Fri Jul 15 08:37:44 2022,0.0,True
Fri Jul 15 08:37:49 2022,12123.0,False
Fri Jul 15 08:37:53 2022,0.0,True
Fri Jul 15 08:37:54 2022,0.0,True
Fri Jul 15 08:39:26 2022,150.0,True
Fri Jul 15 08:39:28 2022,30.0,True
Fri Jul 15 08:39:30 2022,54065.0,False
Fri Jul 15 08:39:33 2022,71.0,True
Fri Jul 15 08:39:35 2022,46.0,True
Fri Jul 15 08:39:36 2022,81.0,True
Fri Jul 15 08:39:37 2022,61.0,True
Fri Jul 15 08:39:39 2022,74.0,True
Fri Jul 15 08:39:40 2022,95.0,True
Fri Jul 15 08:39:42 2022,425.0,True
Fri Jul 15 08:39:43 2022,63.0,True
Fri Jul 15 08:39:44 2022,449.0,True
Fri Jul 15 08:40:05 2022,72688.0,False
Fri Jul 15 08:40:07 2022,73024.0,False
Fri Jul 15 08:40:12 2022,104544.0,False
Fri Jul 15 08:40:14 2022,96064.0,False
Fri Jul 15 08:40:16 2022,72411.0,False
Fri Jul 15 08:40:20 2022,72004.0,False
Fri Jul 15 08:40:23 2022,0.0,True
Fri Jul 15 08:40:24 2022,48148.0,False
Fri Jul 15 08:40:27 2022,7995.0,False
Fri Jul 15 08:40:29 2022,7905.0,False
Fri Jul 15 08:40:31 2022,48202.0,False
Fri Jul 15 08:40:37 2022,0.0,True
Fri Jul 15 08:40:38 2022,0.0,True
Fri Jul 15 08:40:40 2022,0.0,True
Fri Jul 15 08:40:41 2022,0.0,True
Fri Jul 15 08:40:42 2022,0.0,True
Fri Jul 15 08:40:47 2022,0.0,True
Fri Jul 15 08:40:48 2022,0.0,True
Fri Jul 15 08:40:50 2022,0.0,True
Fri Jul 15 09:02:22 2022,19404.0,False
Fri Jul 15 09:02:23 2022,19430.0,False
Fri Jul 15 09:02:24 2022,19413.0,False
Fri Jul 15 09:02:25 2022,22241.0,False
Fri Jul 15 09:02:26 2022,22348.0,False
Fri Jul 15 09:02:26 2022,22270.0,False
Fri Jul 15 09:02:28 2022,22332.0,False
Fri Jul 15 09:16:44 2022,0.0,True
Fri Jul 15 09:16:46 2022,0.0,True
Fri Jul 15 11:39:21 2022,0.0,True
Fri Jul 15 11:39:24 2022,0.0,True
