Startup Time,Password,ISO,Shutter Speed,Camera Mode,Resolution width,Resolution Height,Image Rotation,Threshold,sensitivity
Tue Jul 12 13:35:47 2022,123,900,60000,sports,852,480,0,7500,2.5
Thu Jul 14 11:11:48 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:26:25 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:27:32 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:28:19 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:30:30 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:35:08 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:36:11 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:36:59 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:37:27 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:37:36 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:37:44 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:38:19 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:38:30 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:38:39 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:38:50 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:40:20 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:41:35 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:43:18 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 11:44:25 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 11:47:24 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 11:48:15 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 11:51:03 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 11:54:55 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 11:56:29 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 12:00:29 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:06:45 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:07:41 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:08:23 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:09:08 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:09:39 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:10:28 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:11:13 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:11:42 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:12:01 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:12:40 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:13:20 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:15:32 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:20:33 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:21:28 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:22:11 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:22:42 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:36:13 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 13:45:09 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 14:04:58 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 14:05:44 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 14:07:16 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 14:08:57 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 14:09:37 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 14:18:34 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 14:22:32 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 15:08:24 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 15:14:44 2022,711,10000,auto,852,480,0,7500,5.0
Thu Jul 14 15:48:20 2022,711,10000,auto,852,480,0,7500,5.0
Fri Jul 15 08:33:47 2022,711,10000,auto,852,480,0,7500,5.0
Fri Jul 15 08:37:25 2022,711,10000,auto,852,480,0,7500,5.0
Fri Jul 15 08:59:23 2022,711,10000,auto,852,480,0,7500,5.0
Fri Jul 15 09:00:58 2022,711,10000,auto,852,480,0,7500,5.0
Fri Jul 15 09:02:16 2022,711,10000,auto,852,480,0,7500,5.0
Fri Jul 15 09:04:29 2022,711,10000,auto,852,480,0,7500,5.0
Fri Jul 15 09:05:16 2022,711,10000,auto,852,480,0,7500,5.0
Fri Jul 15 09:05:36 2022,711,10000,auto,852,480,0,7500,5.0
Fri Jul 15 09:15:05 2022,711,10000,auto,852,480,0,7500,5.0
Fri Jul 15 09:16:08 2022,711,10000,auto,852,480,0,7500,5.0
Fri Jul 15 11:38:20 2022,711,10000,auto,852,480,0,7500,5.0
